GroupCode,UserId,ProbeBudget,AkonaHabitat,AkonaYN,EolaniH,EolaniYN,Jakala-TayH,Jakala-TayYN,KaylidH,KaylidYN,SylcariH,SylcariYN,WroftH,WroftYN,YNScore,SubmitYN
LB201703,ERwmEOFM0mWU8MFQnFcAgghkKr93,154934000,     ,0,VENUS,0,     ,0,     ,0,     ,0,SATURN,0,0,1
tammy_wong201705,EShD5iHxbgfnRmUMDXnPfePcLIu2,159045000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201704,ESwRYxOfSePN0zrssVxhpAeHpqG3,154632000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201704,ET5EfKgWoFfsLEzVbcWNYlq73z62,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201702,ETrJ7lXJOXeGUUvEwse73txhrGy2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,EUn2285onIho5sSX00vAFcKlmpa2,159165000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201703,Ea43KGvE5YWPjC5VX2w7dGSZZ563,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201705,EaENh43NC2gTU169KmB0mLXJ6yf1,157723000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201705,Ec1DcCf9IGcqialasVAkoANSP8D3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,Ed2gO3phbhfmxE24n42o04qA55p1,151105000,     ,0,     ,0,EARTH,0,     ,0,     ,0,     ,0,0,1
rebecca_crossley201702,EeAEd8ESwmMS5cLCZ3NSh3y9zdc2,134573000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201701,EgTCjqpQuHU3F62VmiAdUEfb63L2,159610000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,EihMESjaDHgL0QmwyyheNmAS5sg2,159840000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201704,Em5ezc5Na5ZEIUfUh0v1MpF7N1I2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,EmgS4tfGQ6MH0ln0iaon1Nn6iss1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201703,EnM8ExFrDEf1nHrLpFe7wVF3zFs1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201701,Eoc3enh9WKPRVf9siVRtRlIRbfo1,157462000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201701,EpPmtVfUuCbXoAOOSymo1cpKloW2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201704,EpUT5XR7G9QkwJiHG6fg8z37R8i2,150959000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201703,Et6Rm7Z3luYosHY9AUUnJYuIt6V2,151227000,MARS,0,PLUTO,0,PLUTO,0,PLUTO,0,PLUTO,0,PLUTO,0,0,1
EM201703,EtsaehYAijhR9FK60HfVfKpGf0L2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201705,EuuJHI0PZjeIy1BlWskehHZKQBw2,156842000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201705,EwucXTwi4LO6AvuiI9ToWMQCyJI3,152555000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201704,Ex3MEs2QVGeod19duwzszdL2vij1,151138000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,Ey8JfS8902gc71MHKZTnU4hv4tT2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,F3Ik1gcFDxR0k9l0NC27NL6Ene22,156800000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201705,F3PuOVM6NRgWCyJ2ioXIY93Yna13,158715000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,F3tSOUbnRlT0bNQGVg9W1uxaZQN2,149047000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,F58RrBrJ6tY2O20wOp8Io5F2XjP2,153004000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201701,F5yZtlx7IsVuW8h3I8JvmnsqfRD3,133008000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,F78EswTTpEep5j9vtOIEZ8XAHq72,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201704,FBnyP5nvdpW8c0XGKy8Bgtt8q9n1,152410000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,FDm0BccyX1Tc3b24i5o3RFLUPRy1,145162000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,FHspn0T4ksfIkGOnhLvE9wXdV6F3,158238000,     ,0,     ,0,PLUTO,0,     ,0,     ,0,     ,0,0,1
karen_rainey201705,FIfb3ZvqYlUcoyUtrgLh1h2NzfY2,158589000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,FIxI6lwD1cTDwVfcTnaFNyPuQlu1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201701,FL6s5HZgbCNw7ldLN0CPzN38bgk2,158700000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201703,FMBfPk6BoHP2VYh17DljZxwfsMF2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ken_carson201701,FN00bLAifcbNRNqbJQ3i5LLQ3R42,158549000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,FNwTNqeGsvXP7MbqWqwZwrKb2Vy2,155059000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,FOj237OWpVSiOBMf2QJMgP6Xcud2,138321000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201703,FRlnpR2UqyXV5xRCtmdezFq9yT12,159035000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,FRuVV4C0q9VmJgUGIdUro7eoser2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201701,FU531m3aJogSfFScpuCnA9BXiVf1,151581000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201701,FdMFdP8RoMZyHDmJasUYeUftFM33,151808000,TITAN,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
LB201702,FhSvyMz3tKggi1jRV9m1zSE36ku1,148816000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201702,FjQCKWCvC9NCBZz1gbWv03sDtRy1,149374000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,FnedgVRRFMhHFSwCxOLHMND4d1g2,155280000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201703,FqBCjteFrAQOVIfginXJX08EPcs2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,FtPFYYraPPVWsxAlSE7n4LFzRXx2,157252000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,FtPhVKBEU9XsaobaCrwpt8hYV0F2,160000000,     ,0,EUROPA,0,     ,0,     ,0,     ,0,PLUTO,0,0,1
michael_bedford201702,FtgLeJNx56augMzXFH4FdMyBNMd2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201703,FxCWv1uVR4dakD5TjLMnR1cDjUE2,158850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,FxHcWgTnBFgnocjpYpXDUKMxYpo1,158695000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201705,G0qdaC2OtZZ4ZO3COcKM21Om5xr1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,G1POxup1eENpyIArMfXjYGiqcES2,148341000,     ,0,     ,0,     ,0,     ,0,     ,0,IO,0,0,1
karen_rainey201703,G1i49DWLi5Vge27191sFQbb4rRf1,147056000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201702,G2fKhvgsPIQMOWMnCfG9gbSwmWf1,154655000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,G6RFF55CZkUV2wPuyeC1QXuPcPa2,158895000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201705,G6vAIPkKJfSA0wj4A4TzJ94vmx02,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201705,G81iAhEeK7bSBIgDtsEDizsfIg13,148012000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201705,G9fKKXsjDHXHmn8c7OU7OWwZB963,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201705,GCFtyCsxd6Q3yUXkuXLZPa8aKLV2,156683000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,GD90EKPlDlcpN2FirgIbYV3cbPA3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,GGZOQ1cMBYPkYQxDWI39ohAo80r1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,GH9nLGjtmaRw5Wg62AECsuPoOmC2,157894000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201703,GHfuKKGOW7YWtJ02SB23yygXIA52,158793000,     ,0,     ,0,     ,0,CALLISTO,0,     ,0,     ,0,0,1
micheal2017,GI5eJ77xgKZOr5jLzoKNNLG3N1p1,159650000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,GI9XXhK3M5WeiLKFMf7XwZkoFHr1,150161000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,GJddU49qzAPSWByYGLg0not4V7r1,157211000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,GNd5eJHMf5eiGMBB8EGD1fRbZb02,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,GPQQ2NEJVSQqynyeN5Zg5qTzyeT2,155664000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,GPzJAavKn7VIkXtlw2q8ogMvjwk1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,GS5vcIflQxZ9bs9fBHhfyoOcBgv1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201704,GURPssED9CfhoKN8Wz9ymyqo6zr1,159805000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201702,Gf1pbndPi6eggKXi0rAi0BlkTSI2,144174000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,GgF1l1btcoQH5TE6tZv2LFEd2Rw1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201704,GinYJQPCX4Vsx4uRTpoHGVlrA353,151935000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,Giq2rROr2PZDWeVvvjzXwMXHp8w1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,GkqIOtOfqadVosC4vWJiu3tJeaE2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201703,GnNbntEBdlcLuUwym2ETVkJ4HaB2,159500000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
LJ201701,Gp73ige6BJWq3zxQdHVDT4ApvaA3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201702,GqmswwqGzCXDYqC2jwEQ0BouToD2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,GriEAzmMzXZbrYVxqd8DFhag4Rp2,150553000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,GubnwzRQH6TP76XM1zhMm6C66M63,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,GvnODKl7P9OKOC9vKFavtDUMmtK2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201701,GxW1HYq5leNl9rPik1W26eZbQ273,146282000,TRITON,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
christine2017,Gxx8aiB2ZaSwsrWOREsWI83jihk2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,H2WniBGf1gWgjgsZZeKphKypB8v1,120821000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,H2qWshwfamcR5QUSQHtBTW7D05G2,159350000,JUPITER,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
CL201703,H3oj6HE5ufY9z522JN3IOD0CFoj1,157929000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201705,H6I4kUsAVxVAZOwNHnmtcwCpsoD2,159365000,     ,0,SATURN,0,     ,0,     ,0,     ,0,     ,0,0,1
JF201704,H6ZbBSXPduVtT7LTKyQZRiWAwO03,159070000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201701,H7GN9ByJKuOmS90itIRmUdwONpb2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201701,H8wL0fgaFGTOSXySB9WWkum52pO2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,HE1YQIa2QfSKshYDhAywXxoybcj2,144408000,     ,0,     ,0,SUN,0,     ,0,     ,0,     ,0,0,1
JF201702,HJ4qc6n905TpVWSKiBpdYefjcIa2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,HLFOOAuxAzazRGwxIMdGLqCCvn72,152637000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201701,HLwc2jPyanUU8pbMVMwq0uf2dyF3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,HNtNXNZZ0cTNJdbdI9hhU3MRRg12,158483000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,HO56epnt9mf5MKo8dVcuildLq442,159023000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,HQQ8VEv12jR9S9c2DZtXWrtOC0V2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201701,HUzGALvnHPOwaY5LPWjq8JDfTzk2,151935000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,HVv36g0fTJZFSJmUbApfyeyeoXv2,139111000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,HX3gWSYcFtYotprgsP4hyDb1Gdx2,157429000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,HXTtmICQywYMudiMehahwetSoab2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201704,HXfgNsWD9VSTR9Qduckwghc3RyC2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,HciNIhvvKFeg4wTOhbA1DtgL62s2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,HdNSUYaWgNMmWrvYSyBj618cvdW2,159155000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,Hdi9WNLhJhaDujiehdq2uvQihNf1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201701,HgA3kv90z3d3zyL0RMOH7Jo8J5s2,137491000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,Hj1L5MMTwmT9H2uVns7ne6Pm5uF2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201702,Hn721QhJ4MSMfuGYss0r6Al5hj93,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LB201704,Hnvd7asw8fYEEKehFe2GMBBsAv82,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201701,HoSWoiB2Q9R7zuLIXgyoBIKS3C93,158453000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201703,HrVaxVpAUJOJ2Tk5rbGlvICSh3n1,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teachera2017,Hrcv7SzK4whspmt6aqURfqsa9QZ2,159610000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,HuLKhnt3f3hP3cYSQHwQkCZIadx1,156621000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201701,Hv90eTaagITmYthK4qvKMfXZstz1,156958000,     ,0,     ,0,     ,0,EUROPA,0,     ,0,MARS,0,0,1
newbridge_teacherc2017,HwVnlq6D2MWutgMHrqc1gKZ7Px12,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,HxJiPPaEI0anHYZHioOHBmUiqAx2,159644000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201702,I2bXco7mGqgKLOI5jpbtlmNleFe2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
ML201705,I4Kbf0SapMXJdz9vtitDpa7dmL12,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201705,I4Ncmen9XST46ImFref3OrGHuLu2,158038000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201706,I75erkmvMPg0QZ52qMZKEqNRZDi2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,IDeo9gdJR5YvAqmSKa5H5z1Bgez1,154396000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201702,IEJcATakVeNOpvDVDNFYEcZPGPs1,156721000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201704,IEUX6BkdY3RxvrR5a6HwvIXSaG73,154442000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,IFsCdPkkpyepqmRap3gdkSNBqdS2,152944000,     ,0,     ,0,     ,0,     ,0,GANYMEDE,0,     ,0,0,1
AL201704,IHkblLCiKhgjPjm0MzRgaK1ybWO2,157430000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,IIFz5tY43yesyJWHLSh2bQN7BhE3,148461000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,IIVQKMi8XNM9vbEDxQQ86UTecVp2,155335000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201702,ILl16upQ2JVCvu2E84y4u0Riqpj2,150397000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201703,IOYNR3vZ7aVIWZ5imf5hiWanCJP2,150438000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,IQntEfFlD4R7j8bHJRgHPQU40nk2,155481000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201701,IWDUKBM49CXuwE1IvVLXF4CvAT83,153449000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201703,IXMf1ho7jJXvR2nylSpsz85mRQs2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
newbridge_teacherc2017,Ii32UCa8TqUmbfNnifv5JkeB5kU2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,IidwHUUIdQTLJc2qTuLwFZqZ4rs1,160000000,     ,0,     ,0,     ,0,EARTH,0,     ,0,     ,0,0,1
elisa_klepper201706,Iik9JlKKagd9yt6oVu51iqp1R4K3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,Ij3dwAtdVEfIiGdEno2jkHJbGgh1,155664000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201705,IpKueFBNcKXwnbVR4CVHGyovARR2,153364000,PLUTO,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
LB201705,IpbaW6brMXZXfTimDtjNjfIVRup1,153214000,     ,0,     ,0,     ,0,     ,0,     ,0,CHARON,0,0,1
elisa_klepper201701,ItvXeUZ5SuT5F6eQAhYG27ZLKcg2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
tammy_wong201703,IuAODFcBwBYBc24wQBJNovJFEz42,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,IuFe9qyJGgRl6LZ2bEsSEFVb4Sh2,160000000,     ,0,     ,0,     ,0,     ,0,TRITON,0,     ,0,0,1
carolina_carner201703,IudTlZtQs3XOdw0KdYa7V2dZuUk2,151034000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,IxxosBYeyEM62ZMNl6IHIzNvWWW2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201701,Iz84vmmKnqUzCU4B93HA6FqOLdY2,159260000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
teachera2017,Izeu89FN77amJ3WKhFNcmIhpw3a2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201703,IzrCPLhGPCTovxPPhCt2lru74y72,156246000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,J3V0iHh44GgxFlkQqUMKYWoWZLg2,158834000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201704,J3sI3q598BOv4y5KNom8g1fjeV62,159005000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,J6MhGvVWV8ddmIllZOas4TJLUj13,156128000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201703,J80aR0LL9TdCB16hOSWUdQ1yvJ03,157368000,     ,0,     ,0,     ,0,     ,0,GANYMEDE,0,     ,0,0,1
rebecca_crossley201704,J85xXHHEVSZzdz2ZQbFRCgmtfJf1,157814000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
michael_bedford201702,JAvwwb3WsMNqlrn0sPths6CgOAP2,120743000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,JCDfZy1uOhR2qf8covrt6syDL2o2,151276000,NEPTUNE,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
teachera2017,JEDgGRdbMESjGbXbxq1C0jKzF3C3,160000000,EUROPA,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
megan_kritzer201704,JELcgRErOmWJlPR3iKY60IcGbjE3,152962000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
christine2017,JGf13BQipYZbIJeF3ZwPnPX0EWT2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
carolina_carner201702,JH4gCkQL7AZKHVgUAt89HXjlBf62,158514000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201704,JHxjGCB1sAbUZ9NP3yn4XRJ48Iw2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
Eric201706,JMNkPXtuSXZ6fTwpqKabIXYdxdZ2,157578000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201702,JMiLBhFJpGQGID7Hl8FTfxB3QPF3,139866000,TRITON,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
LJ201703,JN8WTp0PAkYSG9L1y6YmurkihI72,160000000,EARTH,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,1
newbridge_teacherb2017,JQ1HdnT5T9bTGh7yaz4w0CshPVD3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
EM201704,JRhWykz3GjfSyFDEHMwTcUfswYP2,154631000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201703,JSjwcWF61IgiVCoAnqIVGHHHk3E3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201705,JSvktHiwNBVMQLkUM7K289pMrWp1,149585000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201706,JTSGNQO8wqZvzIENCs4D9IWx5bv2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201703,JV9mr4vckJPq9eFMhGIjFzOK4CH2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,Ja0R7aaZ43hlKyeXSHDfG3EjI7f2,159509000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CM201702,JaLaSZe7xubYMCXDqtyDSdBkRTy2,157503000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
CL201703,JcRYBIQ4k0NwRy2MkHdHWMoWTeC2,152737000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
jennifer_squires201702,JcTly0o1TXTazMIXChCOcQUF2M43,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
karen_rainey201702,JdiWpwZZ6VVKu0fX36Wv3KMrZP33,144765000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
megan_kritzer201704,JhAHupGiZ4Si9A0cHqaaPxXEAgA2,156536000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201703,JkoaxhA3johm1E1rNRi7V9wEWBi2,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
AL201702,JmGXZ0GIgZc31jDjAbLLEuQQ1fr1,159685000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
rebecca_crossley201704,JmQClpkjF4ZBHlbrU0T5fDMdoef2,160000000,MOON,0,PLUTO,0,     ,0,     ,0,VENUS,0,DEIMOS,0,0,1
ML201702,JnZsjSs9CSYI49ctGC4JfTTLw522,158850000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
JF201703,JpTDS7j5fVbTS3gaCTCLZyyansz2,137219000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
micheal2017,JpWVxCyQyEQrGs7hD8qUgdwBpw53,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
elisa_klepper201703,JqDixkZoAWU62NkyRiwXQfj79x03,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201701,Jqzz0PTTdUTcvaR0QRSY9oWStYC2,158728000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
LJ201701,JsZ7AeadHLUE1sTZc5qLL2RGeSH3,160000000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
courtney_boyd201702,Jt7MjbbTSOZCPlVujjFjwZAmlvk1,158960000,     ,0,     ,0,     ,0,     ,0,     ,0,     ,0,0,0
